artist_name,track_name,track_id,album_name,album_id,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists,type,duration,year,month,day_of_the_week
Ed Sheeran,Wake Me Up - Live at the Bedford,7GtrkWkk5MxDaIlGOr7UU9,Live at the Bedford,4JUtnlZKdLr01xEIymhm0G,2011-12-09,30,False,0.616,0.141,A,-17.161,Major,0.532,0.792,0.0,0.897,0.361,107.874,4,[],Extended Play,05:00,2011,December,Friday
Ed Sheeran,"Nightmares (feat. Random Impulse, Sway & Wretch 32)",4MKPqVv3FqKCZTcKHfR125,No.5 Collaborations Project,6DpIyaMgt5p9HlGd1c0LDM,2011-09-09,27,False,0.855,0.678,A,-6.864,Major,0.052,0.101,0.00232,0.0964,0.429,120.012,4,"['Random Impulse', 'Sway', 'Wretch 32']",Extended Play,04:03,2011,September,Friday
Ed Sheeran,Family (feat. P Money),77m6ySUV5ZpOdaIsygDYMZ,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,24,False,0.476,0.704,A,-5.411,Minor,0.278,0.515,0.0,0.094,0.297,140.396,4,['P Money'],Compilation Album,04:14,2014,June,Friday
Ed Sheeran,Faces,0Yp1IPKGLmNoSCNZRJY0Af,The Slumdon Bridge,3j70EKOaR5iVk0BPW6lowR,2011-09-09,15,True,0.516,0.852,C#/Db,-7.455,Major,0.267,0.00889,4.34e-06,0.34,0.2,140.233,4,['Yelawolf'],Extended Play,03:17,2011,September,Friday
Ed Sheeran,"Nightmares (feat. Random Impulse, Sway & Wretch 32)",4SVST4FR6Gj74UJCzCiOSX,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,23,False,0.855,0.678,A,-6.864,Major,0.052,0.101,0.00232,0.0964,0.429,120.012,4,"['Random Impulse', 'Sway', 'Wretch 32']",Compilation Album,04:03,2014,June,Friday
Ed Sheeran,Goodbye to You (feat. Dot Rotten),1SdyQYIFM05qkexCFKZxW1,No.5 Collaborations Project,6DpIyaMgt5p9HlGd1c0LDM,2011-09-09,27,False,0.64,0.664,C#/Db,-7.812,Major,0.152,0.267,0.0,0.329,0.275,140.007,4,['Zeph Ellis'],Extended Play,05:30,2011,September,Friday
Ed Sheeran,This,2aMkInuJrM9arjA8dpQJqC,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,27,False,0.588,0.0929,B,-14.301,Major,0.0443,0.95,0.00539,0.128,0.502,152.139,4,[],Studio Album,03:15,2011,September,Friday
Ed Sheeran,Goodbye to You (feat. Dot Rotten),1O5u4AShfndSLCnVqlV0h2,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,23,False,0.64,0.664,C#/Db,-7.812,Major,0.152,0.267,0.0,0.329,0.275,140.007,4,['Zeph Ellis'],Compilation Album,05:30,2014,June,Friday
Ed Sheeran,"You Need Me, I Don't Need You",2DCeRqdQkjtihpsv79TAJh,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,27,True,0.749,0.837,G,-8.837,Major,0.0512,0.162,0.0,0.525,0.927,103.483,4,[],Studio Album,03:40,2011,September,Friday
Ed Sheeran,2step (feat. Quevedo),0YbUKWAVjJvfOvRpnvNEOz,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,34,False,0.72,0.709,E,-5.308,Minor,0.0827,0.171,0.0,0.141,0.537,94.99,4,['Quevedo'],Remix Album,02:33,2021,October,Monday
Ed Sheeran,U.N.I.,7fVR8piTfS8dhqSzph50qB,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,25,False,0.422,0.405,F#/Gb,-11.126,Major,0.101,0.323,0.0,0.15,0.578,74.13,4,[],Studio Album,03:48,2011,September,Friday
Ed Sheeran,Drown Me Out (feat. Ghetts) - + Ghetts,0dNt7lZks5TVxiGaCIY1yZ,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,22,True,0.511,0.91,B,-6.186,Minor,0.116,0.0282,0.0,0.127,0.426,140.147,4,['Ghetts'],Compilation Album,04:21,2014,June,Friday
Ed Sheeran,Firefly - Bravado Dubstep Remix,1qjnGMSchVVfePsMV0UZ9b,Loose Change,3QbPtoOWiJqZurXXxJwaOD,2011-12-09,24,False,0.629,0.663,A,-10.516,Major,0.0283,0.28,0.711,0.0811,0.49,139.982,4,['Bravado'],Extended Play,04:29,2011,December,Friday
Ed Sheeran,Nothing On You (feat. Paulo Londra & Dave),3uPt20NZVz4AOhFPUzzEv6,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,27,False,0.747,0.649,G#/Ab,-6.218,Major,0.218,0.333,0.0,0.172,0.84,88.011,4,"['Paulo Londra', 'Dave']",Studio Album,03:20,2019,July,Friday
Ed Sheeran,Fall - Live at the Bedford,1YM4HlWW3vvrnWdf9N7Xi2,Live at the Bedford,4JUtnlZKdLr01xEIymhm0G,2011-12-09,25,False,0.494,0.0964,E,-16.691,Major,0.0532,0.807,7.13e-05,0.936,0.393,86.676,4,[],Extended Play,02:31,2011,December,Friday
Ed Sheeran,2step (feat. Budjerah),3dvDgPBAxqetLJvDmRDtwC,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,29,False,0.727,0.621,E,-4.784,Minor,0.0555,0.212,0.0,0.114,0.565,94.958,4,['Budjerah'],Remix Album,02:33,2021,October,Monday
Ed Sheeran,The A Team - Live at the Bedford,6JUGrUnAms0o3uGVIhkAyH,Live at the Bedford,4JUtnlZKdLr01xEIymhm0G,2011-12-09,28,False,0.402,0.339,A,-9.574,Major,0.0498,0.728,0.0,0.833,0.496,83.194,4,[],Extended Play,05:22,2011,December,Friday
Ed Sheeran,I Don't Want Your Money (feat. H.E.R.),69xcWjYE6YYA638ThAHA6M,I Don't Want Your Money (feat. H.E.R.),3ZQZrCJHXZ1G6EYxzYGhuA,2019-07-11,20,False,0.469,0.631,G#/Ab,-6.569,Minor,0.0853,0.314,0.0,0.14,0.763,91.418,4,['H.E.R.'],Single,03:24,2019,July,Thursday
Ed Sheeran,Drown Me Out (feat. Ghetts) - + Ghetts,0UD8qgp0Fmgh79K3qeTHQh,No.5 Collaborations Project,6DpIyaMgt5p9HlGd1c0LDM,2011-09-09,27,True,0.511,0.91,B,-6.186,Minor,0.116,0.0282,0.0,0.127,0.426,140.147,4,['Ghetts'],Extended Play,04:21,2011,September,Friday
Ed Sheeran,Way To Break My Heart (feat. Skrillex),3QILjG9RQzZBtfSd54zzaj,Way To Break My Heart (feat. Skrillex),1e0B33rcH0vHHumZofYV3y,2019-07-11,24,False,0.726,0.731,C#/Db,-6.304,Minor,0.159,0.11,3.21e-06,0.0928,0.43,170.125,4,['Skrillex'],Single,03:10,2019,July,Thursday
Ed Sheeran,"You Need Me, I Don't Need You",0p5117bzo9E0ySfDATGola,You Need Me,6b6NoQ00gDKdOUBxRYTA7t,2009-01-01,25,True,0.689,0.563,C#/Db,-5.539,Major,0.275,0.692,0.0,0.0579,0.819,129.517,4,[],Extended Play,04:05,2009,January,Thursday
Ed Sheeran,Wake Me Up,3bZTspAdEUAKc2M1Sle125,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,25,True,0.616,0.209,A,-13.43,Major,0.406,0.902,0.0,0.139,0.336,86.891,1,[],Studio Album,03:49,2011,September,Friday
Ed Sheeran,Sunburn,7BHC6UF06FWl6hU8GjiBy6,You Need Me,6b6NoQ00gDKdOUBxRYTA7t,2009-01-01,24,False,0.533,0.17,G,-11.342,Major,0.0668,0.842,5.03e-06,0.113,0.33,116.852,5,[],Extended Play,04:26,2009,January,Thursday
Ed Sheeran,Homeless - Live at the Bedford,0T0wYEzpL46dCaTL1DLCyD,Live at the Bedford,4JUtnlZKdLr01xEIymhm0G,2011-12-09,25,False,0.601,0.879,A,-5.215,Major,0.0945,0.62,0.0,0.464,0.713,99.377,4,[],Extended Play,03:45,2011,December,Friday
Ed Sheeran,Be Like You,1R5sCIempBPco1ZZUsYoiu,You Need Me,6b6NoQ00gDKdOUBxRYTA7t,2009-01-01,25,False,0.671,0.388,B,-6.516,Major,0.0762,0.715,0.0,0.192,0.59,105.869,4,[],Extended Play,03:38,2009,January,Thursday
Ed Sheeran,2step (feat. Ultimo),4EDm3svAC8LREh5b6fHZzt,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,31,False,0.727,0.69,E,-5.063,Minor,0.0721,0.16,0.0,0.137,0.685,94.935,4,['Ultimo'],Remix Album,02:34,2021,October,Monday
Ed Sheeran,2step (Star.One Remix),5DKhoaXr9zqKis4SY5BiSm,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,22,False,0.669,0.916,G,-4.961,Major,0.038,0.254,0.00117,0.356,0.54,129.956,4,['Star.One'],Remix Album,03:25,2021,October,Monday
Ed Sheeran,2step (feat. Potter Payper),0uW73walIcF9UfA2G5ZfpF,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,27,False,0.726,0.671,E,-5.402,Minor,0.161,0.14,0.0,0.139,0.552,95.053,4,['Potter Payper'],Remix Album,02:33,2021,October,Monday
Ed Sheeran,2step (feat. Leto),0Ooo1Wnehm31UPovrjLRWW,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,39,False,0.73,0.701,G,-5.318,Major,0.0447,0.273,0.0,0.0657,0.522,94.97,4,['Leto'],Remix Album,02:34,2021,October,Monday
Ed Sheeran,Grade 8,3OXzT07QntlOQEZRGtJ73b,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,24,False,0.74,0.807,C,-9.976,Minor,0.0363,0.0446,4.02e-05,0.0538,0.781,101.042,4,[],Studio Album,02:59,2011,September,Friday
Ed Sheeran,I Don't Want Your Money (feat. H.E.R.),5hNGxdPZJ4tLLkbIHHVYJp,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,19,False,0.468,0.63,G#/Ab,-6.536,Minor,0.0843,0.31,0.0,0.137,0.762,91.419,4,['H.E.R.'],Studio Album,03:24,2019,July,Friday
Ed Sheeran,The City - Live at the Bedford,7JE96R5PJCWQ9Cm3JQXYuH,Live at the Bedford,4JUtnlZKdLr01xEIymhm0G,2011-12-09,23,False,0.602,0.8,G,-5.91,Major,0.0734,0.545,0.0,0.656,0.81,109.921,4,[],Extended Play,05:07,2011,December,Friday
Ed Sheeran,Best Part of Me (feat. YEBBA),5MLjVCMjJKwXLk6JmPeOPe,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,21,False,0.565,0.243,D,-8.367,Major,0.0317,0.758,8.82e-06,0.285,0.239,81.655,4,['Yebba'],Studio Album,04:03,2019,July,Friday
Ed Sheeran,2step (feat. Budjerah),5viJfHHj5qnP55zoEWMh97,2step (feat. Budjerah),3wd91jE2MWmMsHjAP4TA7v,2022-05-11,34,False,0.727,0.621,E,-4.784,Minor,0.0555,0.212,0.0,0.114,0.565,94.958,4,['Budjerah'],Single,02:33,2022,May,Wednesday
Ed Sheeran,I See Fire,5sEniRGwTpO7N2y6xzDxdK,I See Fire,2tqkQRuXP7dxLsAs0UebLP,2015-09-04,24,False,0.422,0.737,G,-8.603,Minor,0.109,0.366,0.000554,0.379,0.148,77.017,4,['Sol3 Mio'],Single,04:10,2015,September,Friday
Ed Sheeran,"You Need Me, I Don't Need You - Spotify Sessions",5OebvB477bOvqMgbsracwL,Spotify Session,3Zao4egmTSVP5LfAhHO4o1,2011-01-01,20,False,0.68,0.286,D,-16.237,Major,0.441,0.417,0.0,0.699,0.916,111.734,4,[],Extended Play,03:14,2011,January,Saturday
Ed Sheeran,2step (Star.One Remix),2LrutkvIJOqQWj47eYNgG6,2step (Star.One Remix),5FcOvF4YukVnIkqxNcqopa,2022-05-12,28,False,0.669,0.916,G,-4.961,Major,0.038,0.254,0.00117,0.356,0.54,129.956,4,['Star.One'],Single,03:25,2022,May,Thursday
Ed Sheeran,Feels (feat. Young Thug & J Hus),2QkLuXpj8hKSfajGNVvfVX,Feels (feat. Young Thug & J Hus),35pH6Mjv5ZAZ8PAzo8I4da,2019-07-11,20,False,0.665,0.68,D,-4.899,Major,0.29,0.112,0.0,0.096,0.69,91.67,4,"['Young Thug', 'J Hus']",Single,02:30,2019,July,Thursday
Ed Sheeran,Outro,5L4bpwdJjJSx7soizxQ8bw,The Slumdon Bridge,3j70EKOaR5iVk0BPW6lowR,2011-09-09,11,True,0.669,0.765,D,-10.181,Major,0.387,0.137,0.0,0.0697,0.581,65.657,4,['Yelawolf'],Extended Play,02:16,2011,September,Friday
Ed Sheeran,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),6n1j8k7ApN8ZkjG2Yczyei,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,17,False,0.778,0.589,G#/Ab,-5.548,Major,0.269,0.467,0.0,0.0902,0.513,98.0,4,"['Meek Mill', 'A Boogie Wit da Hoodie']",Studio Album,03:32,2019,July,Friday
Ed Sheeran,The City,5uKC7DGVpErduk3bZVsWBA,You Need Me,6b6NoQ00gDKdOUBxRYTA7t,2009-01-01,21,False,0.689,0.369,G#/Ab,-7.183,Major,0.357,0.74,0.0,0.122,0.701,102.565,4,[],Extended Play,04:26,2009,January,Thursday
Ed Sheeran,2step (feat. Chefin),72DbvEOeqtJbKAX9GLzRER,2step (feat. Chefin),1Cu9w3jFSFKHa1YckwnUFW,2022-05-16,42,False,0.731,0.642,E,-5.106,Minor,0.0695,0.209,0.0,0.242,0.504,94.961,4,['Chefin'],Single,02:44,2022,May,Monday
Ed Sheeran,The City,6j6pSj2RdGxtnOhxHsWqQZ,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,21,False,0.74,0.505,E,-10.338,Minor,0.0674,0.0415,6.82e-05,0.0707,0.646,97.994,4,[],Studio Album,03:54,2011,September,Friday
Ed Sheeran,2step (feat. 1.Cuz),3Clcn0JjqakucsAAAMV646,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,33,True,0.674,0.663,G,-5.084,Major,0.084,0.157,0.0,0.13,0.617,94.818,4,['1.Cuz'],Remix Album,02:33,2021,October,Monday
Ed Sheeran,Feels (feat. Young Thug & J Hus),4qhw4uLzaW0TjgGvTxJ2Pu,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,17,False,0.665,0.68,D,-4.898,Major,0.291,0.112,0.0,0.096,0.69,91.667,4,"['Young Thug', 'J Hus']",Studio Album,02:30,2019,July,Friday
Ed Sheeran,2step (feat. Ellinoora),7nPp9jinMqAmiAnNfYzY7c,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,24,False,0.705,0.741,E,-4.33,Minor,0.0683,0.167,0.0,0.216,0.615,94.962,4,['Ellinoora'],Remix Album,02:33,2021,October,Monday
Ed Sheeran,2step (feat. Chefin),2t0iRmBWsSwPIv7OY8ypiZ,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,29,False,0.731,0.642,E,-5.106,Minor,0.0695,0.209,0.0,0.242,0.504,94.961,4,['Chefin'],Remix Album,02:44,2021,October,Monday
Ed Sheeran,2step (feat. Denise Chaila),5nlCMeGjtjeHkUqI43dV93,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,22,False,0.728,0.69,G,-4.788,Major,0.084,0.21,0.0,0.113,0.492,94.986,4,['Denise Chaila'],Remix Album,02:33,2021,October,Monday
Ed Sheeran,2step (feat. reezy),6Md7OetCK5pP3HzcX0ermc,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,24,False,0.734,0.68,E,-5.096,Minor,0.058,0.179,0.0,0.169,0.499,95.06,4,['reezy'],Remix Album,02:33,2021,October,Monday
Ed Sheeran,2step (feat. Denise Chaila),59GpVc1GncaTp1ObEAXmHZ,2step (feat. Denise Chaila),1SN5xrofTIKJhnd5QNprAh,2022-05-25,22,False,0.728,0.69,G,-4.788,Major,0.084,0.21,0.0,0.113,0.492,94.986,4,['Denise Chaila'],Single,02:33,2022,May,Wednesday
Ed Sheeran,2step (feat. Leto),2xrUccWenkzSak57jvxUx8,2step (The Remixes),1nqJFaKVTrCkCDaC2I1zM7,2022-05-26,13,False,0.73,0.701,G,-5.318,Major,0.0447,0.273,0.0,0.0657,0.522,94.97,4,['Leto'],Remix Album,02:34,2022,May,Thursday
Ed Sheeran,2step (feat. 1.Cuz),4lzEs26mJHbvj9TIIJZPRS,2step (feat. 1.Cuz),57FHPyAprjWD6mXaY5gE1f,2022-05-09,38,True,0.674,0.663,G,-5.084,Major,0.084,0.157,0.0,0.13,0.617,94.818,4,['1.Cuz'],Single,02:33,2022,May,Monday
Ed Sheeran,2step (feat. Ultimo),0NA1T29q7bSzLa0RE1KM3K,2step (The Remixes),1nqJFaKVTrCkCDaC2I1zM7,2022-05-26,21,False,0.727,0.69,E,-5.063,Minor,0.0721,0.16,0.0,0.137,0.685,94.935,4,['Ultimo'],Remix Album,02:34,2022,May,Thursday
Ed Sheeran,2step (feat. Ellinoora),5eDt2k9gdjk9EyNdo7MqK1,2step (feat. Ellinoora),5153aG4BHrvldWiOmbQYLF,2022-05-04,30,False,0.705,0.741,E,-4.33,Minor,0.0683,0.167,0.0,0.216,0.615,94.962,4,['Ellinoora'],Single,02:33,2022,May,Wednesday
Ed Sheeran,2step (feat. Antytila),5HfA6KNvluQJSbrgrv3gh3,2step (The Remixes),1nqJFaKVTrCkCDaC2I1zM7,2022-05-26,21,False,0.506,0.695,E,-5.185,Minor,0.105,0.235,0.0,0.151,0.599,93.75,4,['Antytila'],Remix Album,02:33,2022,May,Thursday
Ed Sheeran,2step (feat. reezy),0V2vGkDeByL2FU5f9jw80X,2step (feat. reezy),7LvbY0nXDKaLh67P2AXV0B,2022-05-18,29,False,0.734,0.68,E,-5.096,Minor,0.058,0.179,0.0,0.169,0.499,95.06,4,['reezy'],Single,02:33,2022,May,Wednesday
Ed Sheeran,2step (feat. Potter Payper),3tvwK27xjt7dkYAqO2IDHm,2step (feat. Potter Payper),0kmyJy0to0uUDEhDKFViw6,2022-05-20,23,False,0.726,0.671,E,-5.402,Minor,0.161,0.14,0.0,0.139,0.552,95.053,4,['Potter Payper'],Single,02:33,2022,May,Friday
Ed Sheeran,Intro - Spotify Sessions,1tdB5NdMqSWMpH6LV7LkRM,Spotify Session,3Zao4egmTSVP5LfAhHO4o1,2011-01-01,11,False,0.718,0.446,F#/Gb,-18.466,Major,0.958,0.505,0.0,0.217,0.127,92.076,1,[],Extended Play,00:30,2011,January,Saturday
Ed Sheeran,2step (feat. Denise Chaila),0oCTG57WgZ8P9qE80GRmtG,2step (The Remixes),1nqJFaKVTrCkCDaC2I1zM7,2022-05-26,6,False,0.728,0.69,G,-4.788,Major,0.084,0.21,0.0,0.113,0.492,94.986,4,['Denise Chaila'],Remix Album,02:33,2022,May,Thursday
Ed Sheeran,2step (feat. Budjerah),4DLbfwPQlRgSrpgi13Rzuw,2step (The Remixes),1nqJFaKVTrCkCDaC2I1zM7,2022-05-26,6,False,0.727,0.621,E,-4.784,Minor,0.0555,0.212,0.0,0.114,0.565,94.958,4,['Budjerah'],Remix Album,02:33,2022,May,Thursday
Ed Sheeran,2step (feat. Quevedo),1hrEwyF4znMWHLAErk2ktY,2step (The Remixes),1nqJFaKVTrCkCDaC2I1zM7,2022-05-26,13,False,0.72,0.709,E,-5.308,Minor,0.0827,0.171,0.0,0.141,0.537,94.99,4,['Quevedo'],Remix Album,02:33,2022,May,Thursday
Ed Sheeran,2step (Star.One Remix),1eYoE3toB7ddWII8HnY1i1,2step (The Remixes),1nqJFaKVTrCkCDaC2I1zM7,2022-05-26,5,False,0.669,0.916,G,-4.961,Major,0.038,0.254,0.00117,0.356,0.54,129.956,4,['Star.One'],Remix Album,03:25,2022,May,Thursday
Ed Sheeran,2step (feat. Ellinoora),3Cem1dtq0bNVYQNqz9h0BY,2step (The Remixes),1nqJFaKVTrCkCDaC2I1zM7,2022-05-26,11,False,0.705,0.741,E,-4.33,Minor,0.0683,0.167,0.0,0.216,0.615,94.962,4,['Ellinoora'],Remix Album,02:33,2022,May,Thursday
Ed Sheeran,Merry Christmas,055360csWJbFFGCLNxaTkx,Merry Christmas,6Zx95F2iCbj61cMOITE0ck,2022-10-14,1,False,0.594,0.935,C,-2.018,Major,0.0357,0.243,2.36e-06,0.102,0.602,113.99,4,['Elton John'],Single,03:28,2022,October,Friday
